emp_no,last_name,first_name,gender,to_date,salary
286589,Coombs,Gill,F,9999-01-01,40000
286590,Androutsos,Aral,F,9999-01-01,42292
286439,Pfau,Weicheng,F,9999-01-01,43339
286598,Rissland,Yuuichi,M,9999-01-01,53439
286440,Huttel,Aleksandar,M,9999-01-01,40000
286607,Reeker,Gianluca,M,9999-01-01,40000
286608,Acton,Giri,M,9999-01-01,40912
286615,Eterovic,Lokesh,F,9999-01-01,79393
286447,Schaft,Alper,M,9999-01-01,40000
286449,Khalid,Randi,M,9999-01-01,40000
286632,Ghemri,Bingning,M,9999-01-01,54542
286634,Underwood,Halsur,F,9999-01-01,62280
286635,Serna,Ger,F,9999-01-01,47910
286636,Leivant,Cordelia,F,9999-01-01,40000
286638,Malinowski,Srinidhi,F,9999-01-01,54854
286450,Fadgyas,Basem,M,9999-01-01,40000
286827,Merey,Yunming,M,9999-01-01,78162
286646,Peres,Martien,F,9999-01-01,51246
286832,Sadowsky,Dharmaraja,M,9999-01-01,40000
286836,Roisin,Yagil,F,9999-01-01,55942
286841,Zobel,Hidekazu,M,9999-01-01,82984
286678,Oxenboll,Tadanori,M,9999-01-01,42230
286873,Lubachevsky,Dinah,M,9999-01-01,40000
286683,Decaestecker,Katsuyuki,F,9999-01-01,60121
286696,DuCasse,Sachio,M,9999-01-01,52511
286697,Melter,Ult,F,9999-01-01,86833
286702,Gischer,Chiranjit,F,9999-01-01,46747
286729,Besancenot,Kellyn,F,9999-01-01,40000
286875,Wielonsky,Freyja,F,9999-01-01,76591
286733,Crouzet,Shem,M,9999-01-01,74546
286878,Otillio,Sakthirel,F,9999-01-01,92531
286745,Rajcani,Baziley,M,9999-01-01,44082
286893,Yurek,Parke,M,9999-01-01,47582
286755,Kusalik,Limsoon,M,9999-01-01,40000
286760,Escriba,Sadun,M,9999-01-01,40000
286771,Alblas,Make,F,9999-01-01,40000
286898,Grabner,Susumu,F,9999-01-01,40000
286777,Demos,Garnet,M,9999-01-01,80481
286781,Roccetti,Vesna,F,9999-01-01,41533
286902,Cannata,Abdelghani,M,9999-01-01,40000
286790,Diderrich,Snehasis,M,9999-01-01,60354
286795,Luca,Tayeb,M,9999-01-01,64514
286914,Bierbaum,Nalini,M,9999-01-01,40000
286811,Porenta,Radhia,M,9999-01-01,46865
286921,Turnbull,Abdelghani,M,9999-01-01,43422
286922,Luff,Sreenivas,M,9999-01-01,70705
286939,Litzler,Arvin,F,9999-01-01,67028
287013,Asmuth,Heng,F,9999-01-01,51231
286982,Ranze,Aksel,M,9999-01-01,86065
287021,Schwaller,Dharmaraja,M,9999-01-01,65886
287022,Merks,Wilmer,M,9999-01-01,45345
287033,Pettey,Pradeep,M,9999-01-01,71404
287042,Schwartzbauer,Constantino,M,9999-01-01,43450
287064,Ratnaker,Kish,M,9999-01-01,40000
287076,Harnett,Almudena,M,9999-01-01,76776
286991,Aloisi,Perla,F,9999-01-01,46913
287078,Terlouw,Fayez,F,9999-01-01,61814
287088,Iacovou,Premsyl,F,9999-01-01,40000
287093,Leslie,Dietrich,M,9999-01-01,40741
286992,Skafidas,Dante,M,9999-01-01,58989
287097,Kisuki,Sigeru,M,9999-01-01,40000
287101,Krider,Florian,F,9999-01-01,40000
287196,Zhiwei,Djelloul,M,9999-01-01,40000
287107,Benzmuller,Gao,M,9999-01-01,60643
287113,Maliniak,Joydip,F,9999-01-01,87719
287123,Benaini,Marko,M,9999-01-01,70981
287131,Ghazalie,Vasiliy,F,9999-01-01,64278
287142,McConalogue,Cedric,F,9999-01-01,50756
287213,Mellouli,Geraldo,M,9999-01-01,53184
287152,Comte,Raimond,F,9999-01-01,40000
287161,Parveen,Gilbert,M,9999-01-01,64792
287163,Verhaegen,Vugranam,M,9999-01-01,40000
287167,Toyoshima,Qunsheng,F,9999-01-01,40000
287181,Schade,Mariusz,M,9999-01-01,63653
287190,Malabarba,Lobel,M,9999-01-01,52018
287388,Mahnke,Zongyan,M,9999-01-01,49941
287218,Swen,Maris,F,9999-01-01,40000
287397,Pokrovskii,Martien,M,9999-01-01,84205
287406,Slutz,Arra,F,9999-01-01,74376
287221,Sinitsyn,Saeed,M,9999-01-01,47599
287231,Shiratori,Yifei,F,9999-01-01,58092
287423,Pashtan,DAIDA,M,9999-01-01,40000
287233,Murthy,Heping,M,9999-01-01,51734
287437,Salinas,Kristinn,F,9999-01-01,40000
287439,Radhakrishnan,Teunis,F,9999-01-01,53955
287238,Nooteboom,Yoshimitsu,F,9999-01-01,40000
287446,Krichel,Abdelaziz,M,9999-01-01,40000
287245,Angot,Junsik,F,9999-01-01,40000
287462,Gomatam,Piyawadee,F,9999-01-01,40000
287247,Michaeli,Temple,F,9999-01-01,40000
287249,Gopalakrishnan,Richara,M,9999-01-01,55108
287250,Aumann,Wayne,M,9999-01-01,49362
287267,Cummings,Lunjin,M,9999-01-01,50463
287501,Thebaut,Danai,M,9999-01-01,41386
287505,Orlowska,Neelam,M,9999-01-01,40000
287507,Plump,Muneo,F,9999-01-01,58533
287512,Bashian,Guadalupe,F,9999-01-01,40000
287514,Kamber,Nagui,F,9999-01-01,40000
287284,Camarinopoulos,Luisa,F,9999-01-01,50688
287518,McConalogue,Chinhyun,M,9999-01-01,51177
287519,Marciano,Shunichi,M,9999-01-01,56802
287293,Rosch,Gao,M,9999-01-01,70911
287552,Hockney,Idoia,F,9999-01-01,72790
287556,Furedi,Sachar,M,9999-01-01,59130
287294,Vecchi,Aria,M,9999-01-01,40000
287302,Tchuente,Shawna,F,9999-01-01,40410
287318,Kossowski,Nikolaos,F,9999-01-01,50752
287585,Heinisuo,Kwangyoen,F,9999-01-01,67297
287328,Keustermans,Ennio,M,9999-01-01,51214
287598,Jiang,Bader,M,9999-01-01,73204
287604,Spieker,Mong,F,9999-01-01,40000
287605,Hebden,Masanao,F,9999-01-01,40000
287608,Picco,Eberhardt,F,9999-01-01,40000
287613,Magalhaes,Navid,M,9999-01-01,71012
287347,Melton,Noritoshi,M,9999-01-01,65319
287624,Ambroszkiewicz,Francesca,F,9999-01-01,88765
287635,Kamber,Jagoda,M,9999-01-01,44181
287640,Panienski,Aria,M,9999-01-01,76454
287641,Riexinger,Yuriy,M,9999-01-01,47003
287356,Delgrossi,Uinam,M,9999-01-01,44198
287646,Etalle,Otilia,F,9999-01-01,40000
287358,Stanfel,Shridhar,F,9999-01-01,40000
287665,Snyers,Shalesh,M,9999-01-01,49591
287666,Aloia,Jaber,M,9999-01-01,57938
287373,Beznosov,Mabry,F,9999-01-01,57103
287675,Baak,Mark,F,9999-01-01,47852
287679,Hebert,Krister,M,9999-01-01,61044
287680,Rande,Youssef,F,9999-01-01,56038
287761,Pargaonkar,Patricia,M,9999-01-01,68410
287687,Genin,Francoise,F,9999-01-01,40000
287696,Eiter,Jouko,M,9999-01-01,40000
287711,Jansch,Amabile,F,9999-01-01,40000
287716,Molberg,Babette,M,9999-01-01,75566
287717,Mullainathan,Inderjeet,M,9999-01-01,52980
287721,Emden,Nirmal,F,9999-01-01,87784
287769,Dratva,Tianruo,F,9999-01-01,40000
287723,Fontet,Subhada,M,9999-01-01,58753
287776,Tyugu,Yuping,F,9999-01-01,41840
287778,Suomi,Krisda,M,9999-01-01,57049
287803,Waymire,Felicidad,M,9999-01-01,52556
287947,Anily,Wanqing,M,9999-01-01,54872
287812,Brizzi,Anwar,M,9999-01-01,40000
287956,Schwaller,Alenka,F,9999-01-01,53392
287966,Hainaut,Danel,M,9999-01-01,51770
287815,Rodham,Huiqun,M,9999-01-01,54494
287976,Huttel,Aria,M,9999-01-01,40000
287824,Zaccaria,Yechezkel,M,9999-01-01,40000
287982,Akaboshi,Stepehn,M,9999-01-01,41759
287985,Horswill,Uzi,M,9999-01-01,40000
287986,Fortenbacher,Conrado,F,9999-01-01,40000
287988,Pintelas,Mohua,F,9999-01-01,40000
287996,Siprelle,Geraldo,F,9999-01-01,40000
287830,Sullins,Wuxu,M,9999-01-01,40000
288000,Denti,Oscal,M,9999-01-01,40000
288004,Templeman,Saeed,M,9999-01-01,40000
287837,Businaro,Nobuyoshi,M,9999-01-01,71756
288011,Veccia,Naftali,F,9999-01-01,62960
288014,Ranft,Nitsan,M,9999-01-01,52238
287838,Lanteri,Sailaja,F,9999-01-01,62684
288027,Gide,Michaela,F,9999-01-01,40000
287839,Tyugu,Teunis,M,9999-01-01,40000
288032,Fontet,Gaurav,M,9999-01-01,46141
287845,Farrar,Vojin,M,9999-01-01,94596
288050,Peek,Teiji,F,9999-01-01,46336
288051,Thibadeau,Murthy,M,9999-01-01,40000
287848,Stroustrup,Chaosheng,M,9999-01-01,40000
288057,Ozeri,Alejandro,M,9999-01-01,40000
287876,Hardjono,Yinlin,M,9999-01-01,78974
288074,Rosis,Hugo,F,9999-01-01,42268
288075,Aloia,Nectarios,F,9999-01-01,61308
288099,Huttel,Xiaoqiu,F,9999-01-01,89866
287877,Trumbly,Duro,F,9999-01-01,40000
287878,Gihr,Masoud,F,9999-01-01,40000
288115,Bahl,Xinyu,M,9999-01-01,40000
287886,Khalid,Boaz,M,9999-01-01,43512
287900,Busillo,Steve,F,9999-01-01,40000
288136,Thisen,Chiranjit,M,9999-01-01,45649
287901,Huxford,Selwyn,M,9999-01-01,66862
288138,Tetzlaff,Iara,M,9999-01-01,102327
288144,Pehl,Youngkon,M,9999-01-01,40000
287908,Zirintsis,Masaki,F,9999-01-01,46995
288156,Borstler,Barry,M,9999-01-01,40000
287917,Rindone,Barry,F,9999-01-01,52628
288161,Luck,Kellyn,M,9999-01-01,76728
288168,Juneja,Akeno,M,9999-01-01,40000
288172,Hasham,Perla,M,9999-01-01,40000
288312,Baba,Filipe,F,9999-01-01,75249
288195,Morrey,Shooichi,F,9999-01-01,40000
288202,Yavatkar,Heekeun,F,9999-01-01,53954
288206,Tiemann,Jouni,F,9999-01-01,54285
288209,Baez,Elvia,F,9999-01-01,78209
288318,Naudin,Tiina,M,9999-01-01,40419
288220,Kermarrec,Kish,F,9999-01-01,48422
288223,Nollmann,Francesca,F,9999-01-01,64539
288319,Kaminger,Srinidhi,M,9999-01-01,72931
288234,Weiland,Zhiwei,F,9999-01-01,55436
288322,Bardell,Shahab,M,9999-01-01,40000
288246,Klassen,Candida,F,9999-01-01,45627
288332,Douceur,Sibyl,F,9999-01-01,57826
288265,Budinsky,Angus,F,9999-01-01,66719
288336,Broder,Shahaf,M,9999-01-01,43415
288274,Alblas,Selwyn,F,9999-01-01,40000
288339,Takanami,Godehard,M,9999-01-01,49838
288341,Koshiba,Aris,F,9999-01-01,48329
288301,Marchesini,Youjian,F,9999-01-01,40000
288345,Lamparter,Tuval,M,9999-01-01,40000
288304,Majewski,Shan,F,9999-01-01,88808
288491,Moffat,Sverrir,F,9999-01-01,63606
288511,Decleir,Bezalel,M,9999-01-01,48062
288514,Potthoff,Dines,M,9999-01-01,40467
288354,Georgatos,Owen,F,9999-01-01,40000
288381,Schusler,George,M,9999-01-01,56236
288540,Camarinopoulos,Uli,M,9999-01-01,40000
288552,Swist,Xianlong,F,9999-01-01,58125
288557,Vidya,Ingmar,M,9999-01-01,63522
288574,Paludetto,Fayez,F,9999-01-01,75549
288575,Lindenbaum,Lunjin,M,9999-01-01,40000
288577,Granlund,Shin,M,9999-01-01,60144
288578,Birrer,Boguslaw,M,9999-01-01,54156
288581,Granlund,Chirstian,F,9999-01-01,40000
288585,Veccia,Pragnesh,F,9999-01-01,60694
288588,Toyoshima,Aiichiro,F,9999-01-01,57588
288384,Maksimenko,Magy,M,9999-01-01,41100
288590,Reeken,Hailing,F,9999-01-01,86371
288386,Hettesheimer,Insup,F,9999-01-01,40000
288598,Range,Gregory,M,9999-01-01,44978
288393,Lakshmanan,Bernd,F,9999-01-01,59067
288610,Zuberek,Ortrud,F,9999-01-01,50399
288615,Merks,Florian,M,9999-01-01,40000
288403,Ossenbruggen,Martina,M,9999-01-01,40000
288617,Beeson,Tsutomu,M,9999-01-01,50190
288634,Kobara,Chenyi,F,9999-01-01,48415
288430,Shrader,Rafael,M,9999-01-01,51277
288637,Openshaw,Lene,M,9999-01-01,52242
288639,Rehfuss,Shooichi,M,9999-01-01,40000
288641,Thisen,Xiahua,M,9999-01-01,40000
288658,Halloran,Giordano,F,9999-01-01,91922
288456,Munck,Mariusz,F,9999-01-01,40000
288485,Rosenbaum,Nigel,F,9999-01-01,40000
288681,Showalter,Thodoros,M,9999-01-01,40000
288698,Penz,Abdelwaheb,M,9999-01-01,40000
288705,Farrag,Carrsten,M,9999-01-01,55622
288713,Marciano,Guttorm,M,9999-01-01,40000
288863,Sundgren,Huai,F,9999-01-01,65378
288716,Xiaoshan,Ulises,M,9999-01-01,56082
288720,Leuchs,Lein,F,9999-01-01,43654
288721,Panwar,Ohad,F,9999-01-01,73514
288730,Akiyama,Junsik,M,9999-01-01,46794
288732,Landherr,Tesuro,F,9999-01-01,47812
288877,Demizu,Niclas,M,9999-01-01,46802
288746,Morrin,Leif,F,9999-01-01,44538
288753,Bondorf,Guther,M,9999-01-01,70921
288755,Buescher,Badri,F,9999-01-01,40000
288880,Gammage,Chuanyi,M,9999-01-01,46969
288896,Uludag,Uinam,F,9999-01-01,44197
288768,Lindenbaum,Khosrow,M,9999-01-01,40000
288776,Baca,Akeno,F,9999-01-01,69983
288784,Matzen,Inderjeet,M,9999-01-01,40000
288789,Lanphier,Alejandra,M,9999-01-01,53608
288790,Puppo,Cristinel,F,9999-01-01,80849
288897,Valtorta,Venkatesan,M,9999-01-01,56936
288801,Birge,Otmar,M,9999-01-01,91680
288899,Quadeer,Shawna,M,9999-01-01,76461
288807,Yamaashi,Houman,M,9999-01-01,63763
288905,Biran,Kazuhito,M,9999-01-01,50971
288813,Noriega,Licheng,M,9999-01-01,65320
288925,Giveon,Kiam,M,9999-01-01,66941
288847,Kalafatis,Guenter,M,9999-01-01,57450
288942,Ramalingam,Xiadong,M,9999-01-01,41094
288949,Munoz,Munehiro,M,9999-01-01,46571
288967,Erbe,Mantis,M,9999-01-01,80743
289054,Hutton,Youjian,F,9999-01-01,40000
288973,Kaiser,Xinyu,M,9999-01-01,81828
289079,Montemayor,Xiaobin,M,9999-01-01,40000
288978,Kuzuoka,Mitsuyuki,F,9999-01-01,80997
289092,Strandh,Mantis,F,9999-01-01,40000
289097,Pews,Willard,M,9999-01-01,40000
289100,Marquardt,Selwyn,M,9999-01-01,40846
288992,Granlund,Gregory,F,9999-01-01,43632
289103,Openshaw,Francesca,F,9999-01-01,53723
289107,Luef,Holgard,F,9999-01-01,74950
289110,Sudbeck,Hideo,M,9999-01-01,40000
289111,Suri,Jinxi,M,9999-01-01,52899
289114,Gunderson,Vidar,M,9999-01-01,52427
289124,Schwartzbauer,Miquel,M,9999-01-01,42642
289013,Panangaden,Quingbo,F,9999-01-01,56399
289134,Engberts,Uinam,M,9999-01-01,42471
289150,Sommen,Zengping,M,9999-01-01,52003
289153,Molenaar,Shigeichiro,F,9999-01-01,40000
289154,Fendler,Menkae,M,9999-01-01,48385
289025,Fordan,Feixiong,M,9999-01-01,50874
289159,Cyre,Yunming,F,9999-01-01,40588
289170,Aloia,Taizo,F,9999-01-01,52890
289172,Angiulli,Valeska,F,9999-01-01,74986
289173,Valtorta,Doowon,M,9999-01-01,40000
289032,Asrin,Danny,M,9999-01-01,70834
289182,Nicolson,Gio,M,9999-01-01,40000
289189,Gide,Xiaocheng,M,9999-01-01,40000
289034,Cappelletti,Arra,F,9999-01-01,40000
289232,Simmen,Miyeon,M,9999-01-01,63640
289220,Ranon,Mang,M,9999-01-01,40000
289278,Luit,Nechama,F,9999-01-01,41925
289419,Ozeri,Kenroku,F,9999-01-01,80321
289433,Maquelin,Demos,M,9999-01-01,60477
289436,Anguita,Hidekazu,M,9999-01-01,46375
289279,Pelz,Ziva,M,9999-01-01,40000
289456,Neiman,Kazuhisa,M,9999-01-01,53456
289461,Anandan,Sergi,M,9999-01-01,40000
289281,Mondadori,Basant,M,9999-01-01,49268
289462,Hegner,Takahira,M,9999-01-01,49974
289463,Herbst,IEEE,F,9999-01-01,60528
289285,Miake,Mohua,F,9999-01-01,40000
289477,Docker,Dung,M,9999-01-01,40000
289286,Heuser,Qunsheng,M,9999-01-01,58168
289295,Barriga,Shuzo,M,9999-01-01,40000
289489,Morton,Maria,M,9999-01-01,43582
289302,Lampe,Mani,M,9999-01-01,60515
289509,Tanemo,Deborah,M,9999-01-01,40000
289328,Hertweck,Arch,M,9999-01-01,40000
289531,Kitsuregawa,Vojin,M,9999-01-01,40000
289543,Kirkerud,Shmuel,M,9999-01-01,43332
289546,Hasham,Kensei,M,9999-01-01,40000
289554,Piazza,Teruyuki,M,9999-01-01,40000
289332,Esteva,Youjian,F,9999-01-01,63300
289562,Warwick,Chuanyi,M,9999-01-01,48830
289348,Jervis,Indrajit,M,9999-01-01,45670
289583,Rijsenbrij,King,F,9999-01-01,47979
289585,Pappas,Guther,F,9999-01-01,52097
289350,Kabayashi,Xudong,F,9999-01-01,60111
289351,Plump,Pragnesh,M,9999-01-01,40000
289353,Winter,Nikolaos,F,9999-01-01,79157
289356,Kobuchi,Yuqun,F,9999-01-01,86567
289357,Marletta,Anoosh,F,9999-01-01,57385
289366,Binding,Owen,F,9999-01-01,42568
289606,Jumpertz,Paraskevi,M,9999-01-01,55305
289613,Narahara,Khalil,M,9999-01-01,40000
289616,Fasbender,Mark,M,9999-01-01,45720
289619,Mundy,Jiafu,M,9999-01-01,56561
289368,Zuberek,Yaghout,M,9999-01-01,64304
289626,Pardalos,Kyoichi,M,9999-01-01,50421
289388,Pusterhofer,Mrinalini,F,9999-01-01,40000
289646,Bazelow,Gad,F,9999-01-01,40000
289650,Felder,Teunis,M,9999-01-01,40000
289657,Kabayashi,Dines,M,9999-01-01,40000
289669,Litzler,Larisa,F,9999-01-01,58903
289674,Ranta,Berto,F,9999-01-01,40000
289686,Rajala,Ortrun,M,9999-01-01,52696
289712,Brookner,Karsten,M,9999-01-01,56948
289393,Schonegge,Koichi,F,9999-01-01,42508
289727,Seuren,Cheong,F,9999-01-01,40000
289796,Piazza,Arto,M,9999-01-01,72567
289732,Hammerschmidt,Jayson,F,9999-01-01,41702
289736,Ghelli,Duri,M,9999-01-01,46958
289744,Ramsak,Aruna,M,9999-01-01,52942
289750,Collette,Guenter,M,9999-01-01,40000
289756,Hegner,Huei,M,9999-01-01,55071
289759,Detkin,Gladys,M,9999-01-01,42043
289765,Anandan,Kensei,F,9999-01-01,67710
289777,Lorys,Margo,F,9999-01-01,41656
289782,Redmiles,Kazuyasu,M,9999-01-01,45387
289804,Yetim,Khalid,F,9999-01-01,40000
289817,Strandh,Karoline,M,9999-01-01,62945
289981,Swick,Luisa,M,9999-01-01,40000
289982,Erol,Gil,F,9999-01-01,68211
289847,Wissmann,Leen,F,9999-01-01,40000
289989,Strehl,Xuejia,F,9999-01-01,51238
289996,Velardi,Jeanne,M,9999-01-01,51568
290000,Kading,Danae,F,9999-01-01,93002
290001,Maierhofer,Tua,M,9999-01-01,43735
289850,Stasinski,Boutros,M,9999-01-01,41741
290024,Kropatsch,Mario,M,9999-01-01,52601
289851,Swab,Georgi,M,9999-01-01,54533
290035,Lieberherr,Zine,M,9999-01-01,79421
289862,Deverell,Marin,M,9999-01-01,62028
290053,Cronin,Xuedong,F,9999-01-01,48251
289878,Beznosov,Adam,F,9999-01-01,51966
290062,Morrow,Godehard,M,9999-01-01,66211
290069,Yoshimura,Guenter,M,9999-01-01,49716
290083,Veevers,Giap,F,9999-01-01,48147
289896,Lanphier,Elrique,M,9999-01-01,40000
290108,Jonsson,Tomokazu,M,9999-01-01,53918
289904,Bahr,Tetsurou,F,9999-01-01,52209
290121,Lieblein,Ingemar,F,9999-01-01,40000
289950,Koshino,Sudharsan,F,9999-01-01,44981
290148,Brendel,Gunilla,M,9999-01-01,81017
289961,Ponthieu,Kitty,F,9999-01-01,66418
289970,Carrere,Hyuckchul,M,9999-01-01,52910
290348,Jakobus,Becky,M,9999-01-01,40000
290158,Dredge,Irena,F,9999-01-01,47017
290354,Ramsay,Sumali,M,9999-01-01,40000
290187,Speek,Ronghao,M,9999-01-01,48642
290357,Cunliffe,Kasturi,F,9999-01-01,77802
290360,Auyong,Rosita,M,9999-01-01,40000
290209,Sridhar,Valeri,F,9999-01-01,81129
290368,Pashtan,Yechezkel,M,9999-01-01,67538
290215,Vieri,Gererd,F,9999-01-01,40000
290369,Lund,Shahar,M,9999-01-01,40000
290226,Montemayor,Satosi,M,9999-01-01,40000
290232,Malabarba,Nobuyoshi,F,9999-01-01,40000
290390,Gornas,Xiaoqiu,F,9999-01-01,40000
290251,Hoppenstand,Aemilian,M,9999-01-01,40000
290392,Wilfing,Chikako,M,9999-01-01,51755
290396,Krichel,Arne,M,9999-01-01,40000
290274,Cooley,Nahid,F,9999-01-01,49365
290418,Uludag,Djenana,F,9999-01-01,53129
290287,DuCasse,Teiji,M,9999-01-01,40000
290298,Kuszyk,Ziyad,M,9999-01-01,40000
290311,Godskesen,Serif,F,9999-01-01,47934
290423,Krohn,Arco,M,9999-01-01,49747
290424,Karcich,Foong,M,9999-01-01,45211
290329,Luks,Branimir,M,9999-01-01,107036
290428,Flowers,Supot,F,9999-01-01,92505
290337,Soicher,Jaroslava,M,9999-01-01,55913
290434,Ferriere,Mohan,M,9999-01-01,60216
290436,Karlin,Chenxi,F,9999-01-01,74258
290437,Oaver,Naftali,M,9999-01-01,48462
290440,Rossi,Ulf,F,9999-01-01,59093
290453,Nergos,Radhakrishnan,M,9999-01-01,52230
290535,Pashtan,Rosalie,M,9999-01-01,56017
290536,Janetzko,Kiam,M,9999-01-01,40000
290537,Erbe,Mabo,F,9999-01-01,77461
290540,Lyonns,Gennadi,M,9999-01-01,48677
290544,Pena,Shahab,M,9999-01-01,43677
290454,Malinowski,Gadiel,M,9999-01-01,40000
290551,Feldhoffer,Avishai,M,9999-01-01,40000
290463,Fortenbacher,Candido,M,9999-01-01,82281
290558,Linares,Franziska,M,9999-01-01,40000
290561,Melter,Genki,M,9999-01-01,46778
290564,Ghandeharizadeh,Teunis,F,9999-01-01,82673
290567,Poujol,Martina,F,9999-01-01,40000
290468,Chinal,Moto,F,9999-01-01,41950
290474,Schach,Vasilii,F,9999-01-01,51494
290585,Huhdanpaa,Alassane,F,9999-01-01,78453
290589,Chleq,Jouni,F,9999-01-01,93485
290593,Msuda,Vojin,F,9999-01-01,40000
290475,Zaiane,Randi,M,9999-01-01,40000
290602,Hiltgen,King,M,9999-01-01,40614
290487,Carrere,Hitofumi,M,9999-01-01,63199
290615,Czaja,Niteen,F,9999-01-01,76143
290503,Setiz,Karsten,M,9999-01-01,46452
290631,Vieri,Yoshinari,M,9999-01-01,49695
290636,Tokunaga,Elvis,F,9999-01-01,73854
290638,Honglei,Erez,F,9999-01-01,40000
290644,Daescu,Rasikan,F,9999-01-01,40000
290647,Velardi,Mandell,F,9999-01-01,49369
290505,Onuegbe,Kien,F,9999-01-01,56037
290654,Zirintsis,Kerryn,M,9999-01-01,55303
290510,Barbanera,Oksana,F,9999-01-01,54292
290672,Bultermann,Randi,F,9999-01-01,40000
290511,Swab,Satyanarayana,M,9999-01-01,40000
290514,Zedlitz,Kien,F,9999-01-01,40000
290680,Perelgut,Fei,F,9999-01-01,40000
290681,Hainaut,Baoqiu,F,9999-01-01,40000
290685,Nations,Spyrose,F,9999-01-01,48954
290716,Kakkar,Mohd,F,9999-01-01,45429
290720,Randt,Gunilla,M,9999-01-01,40000
290732,Usery,Shen,M,9999-01-01,66889
290903,Hettesheimer,Berto,F,9999-01-01,71557
290910,Pepe,Frazer,F,9999-01-01,40000
290911,Zolotykh,Dinah,M,9999-01-01,49768
290738,Beerel,Ioana,F,9999-01-01,76418
290749,Morrey,Ronghao,F,9999-01-01,63409
290941,Katalagarianos,Mart,M,9999-01-01,40000
290946,Reutenauer,Abdelghani,M,9999-01-01,72590
290759,Laventhal,Sadok,M,9999-01-01,67918
290788,Lundstrom,Weijing,M,9999-01-01,78059
290981,Nooteboom,Mona,M,9999-01-01,40000
290985,Takanami,Geraldo,M,9999-01-01,45260
290989,Lamma,Mori,M,9999-01-01,49078
290990,Bennet,Guiseppe,M,9999-01-01,54912
290995,Bugrara,Siddarth,M,9999-01-01,57732
291008,Shimshoni,Takushi,M,9999-01-01,50982
291010,Acton,Danae,M,9999-01-01,40000
291011,Huxford,Aron,F,9999-01-01,60610
290794,Pramanik,Fox,M,9999-01-01,50438
291030,Guenter,Licheng,M,9999-01-01,40000
291050,Busillo,Changho,M,9999-01-01,61362
291052,Gargeya,Mark,F,9999-01-01,40000
291059,Bultermann,Sanjai,M,9999-01-01,41931
291064,Bernini,Claudi,M,9999-01-01,46142
291067,Sanella,Margareta,M,9999-01-01,40000
291068,Zaccaria,Conor,F,9999-01-01,66344
291070,Verhoeff,Danil,M,9999-01-01,70529
291071,Vendrig,Emran,F,9999-01-01,40000
290797,Boissier,Feiyu,M,9999-01-01,48650
291084,Reinhart,Mokhtar,F,9999-01-01,40000
290800,Meriste,Shmuel,F,9999-01-01,87760
290805,Swift,Noritoshi,F,9999-01-01,40000
291098,Maksimenko,Moss,F,9999-01-01,40000
291106,Gilg,Masako,F,9999-01-01,55964
290816,Cochrane,Sachem,F,9999-01-01,87911
291116,Pocchiola,Berni,F,9999-01-01,47549
291119,Huxford,Bernice,M,9999-01-01,69286
290820,Poujol,Volkmar,M,9999-01-01,40000
291123,Remmele,Hyuckchul,F,9999-01-01,79579
290828,Munro,Mary,M,9999-01-01,40000
290836,Hiroyama,Manohar,F,9999-01-01,40000
290850,Stenning,Subhada,M,9999-01-01,51853
291156,Rikino,Aron,F,9999-01-01,81337
291164,Wegerle,Kasidit,M,9999-01-01,40000
291168,Kalorkoti,Duangkaew,F,9999-01-01,40000
290856,Cannard,Cedric,M,9999-01-01,81198
291175,Billawala,Susanne,M,9999-01-01,77592
290857,Garigliano,Zeljko,M,9999-01-01,60162
291196,Waleschkowski,Nectarios,F,9999-01-01,61687
290864,Morrow,Ohad,M,9999-01-01,40000
290865,Babb,Pascal,F,9999-01-01,54577
291216,Einsfeld,Satoru,M,9999-01-01,48123
291217,Fortenbacher,Zhilian,M,9999-01-01,62251
290869,Bazzichi,Byong,M,9999-01-01,53770
291222,Mellouli,Stafford,F,9999-01-01,49334
290883,Melski,Rosalyn,F,9999-01-01,40000
291243,Pepe,Keiichiro,F,9999-01-01,40000
291245,Lueh,Shahab,M,9999-01-01,90800
290888,Sewelson,Szabolcs,M,9999-01-01,42460
291250,Kalafatis,Samphel,M,9999-01-01,40000
290890,Vitiello,Margareta,M,9999-01-01,81714
290891,Krupka,Xiaoshan,F,9999-01-01,40000
290895,Badr,Serge,F,9999-01-01,40000
291464,Openshaw,Yifei,M,9999-01-01,49323
291269,Thibadeau,Marie,M,9999-01-01,51163
291270,Riefers,Lorien,F,9999-01-01,40000
291286,Speek,Kyoichi,F,9999-01-01,51808
291294,Luby,Yoshimitsu,M,9999-01-01,65096
291301,Sidje,Miquel,F,9999-01-01,40000
291480,Fabrizio,Kish,M,9999-01-01,94536
291312,Rosen,Oscar,F,9999-01-01,40000
291318,Kilgour,Vitali,M,9999-01-01,48491
291323,Maksimenko,Ghassan,M,9999-01-01,74569
291324,Schwartzburd,Steen,M,9999-01-01,40000
291325,Speckmann,Arno,M,9999-01-01,63691
291481,Cools,Dharmaraja,F,9999-01-01,40000
291330,Ligten,Mona,M,9999-01-01,56724
291332,Bugrara,Jixiang,M,9999-01-01,40000
291333,Zumaque,Moie,M,9999-01-01,75328
291517,Zeidenstein,Limsoon,M,9999-01-01,40000
291340,Litzler,Nahum,M,9999-01-01,67720
291353,Farrag,Alselm,M,9999-01-01,81358
291359,Swiler,Sreekrishna,F,9999-01-01,76015
